创建时间,出口voc,出口voc前一小时平均值,进口voc,进口voc前一小时平均值,进口0出口1,数据类型,整体处理效率,企业名称,设备名称,氧气,风管内温度值,风管内湿度值,风管内风速值,出口风压值,进口风压值,风管压差,进口产生量kg,出口排放量kg,风量,处理效率
2025-07-25 00:12:46,4.577386121959354,0.9537809268539637,0.0,68.18310178380969,1,出口浓度,1.8,连微,抽气式东星行测试,,32.717067364067326,60.508293066754064,0.9131097279396304,100.2,100.6,-0.4,0.0,0.0,12240.968832313509,85.49452106029838
2025-07-25 01:30:33,0.0,1.215800581726661,78.96931264835673,61.1421525255544,0,进口浓度,1.9,连微,抽气式东星行测试,,35.38131917816131,58.86944345165981,1.4477438749616058,100.2,100.6,-0.4,0.0,0.0,12977.32922328979,
2025-07-25 01:32:57,7.899234005130282,2.823719752212716,0.0,64.76447215859574,1,出口浓度,1.9,连微,抽气式东星行测试,,32.919065988404064,60.40763775414751,0.8613883685152807,100.2,100.6,-0.4,0.0,0.0,12566.784146990629,76.77737631771005
2025-07-25 01:33:23,7.139691476876388,1.5615449401383654,0.0,54.5440049317042,1,出口浓度,1.9,连微,抽气式东星行测试,,34.17212279330224,58.94865544287421,1.450374742961545,100.2,100.6,-0.4,0.0,0.0,12850.427600104247,70.39145237979837
2025-07-25 01:33:40,0.0,-1.0188137732154556,61.52115027598662,68.52219871534335,0,进口浓度,1.9,连微,抽气式东星行测试,,35.28360955114055,60.57324964151997,0.8728209438586105,100.2,100.6,-0.4,0.0,0.0,12563.958199623765,
2025-07-25 01:36:11,1.62696655259078,2.551627031093077,0.0,60.89059616557925,1,出口浓度,1.9,连微,抽气式东星行测试,,34.162249724022445,57.30307728449744,1.104499339897515,100.2,100.6,-0.4,0.0,0.0,12790.49808523415,87.23276352959938
2025-07-25 01:36:29,0.0,1.3862462266697717,59.88314426795692,63.77388628235276,0,进口浓度,1.9,连微,抽气式东星行测试,,32.39074314943219,56.39286402636802,1.3682863064602269,100.2,100.6,-0.4,0.0,0.0,12605.168743200642,
2025-07-25 01:37:52,0.0,0.7868546298273549,74.55270790224687,70.00449657251193,0,进口浓度,1.9,连微,抽气式东星行测试,,33.30550658791142,58.80473768442841,1.4801516761380002,100.2,100.6,-0.4,0.0,0.0,12450.550194759691,
2025-07-25 01:41:32,0.0982520482666804,-2.103987418308954,0.0,54.34558920586617,1,出口浓度,1.9,连微,抽气式东星行测试,,33.51999997233382,59.70334169122134,0.915399320591192,100.2,100.6,-0.4,0.0,0.0,12389.621975397156,79.01750570285151
2025-07-25 01:42:43,0.0,2.1762608910200463,58.38715517645221,64.76264995045933,0,进口浓度,1.9,连微,抽气式东星行测试,,35.045385964803884,55.61338848467948,1.3474228582669876,100.2,100.6,-0.4,0.0,0.0,12430.97951597604,
2025-07-25 01:42:48,0.0,0.4541833752920714,72.82443163124182,61.34822057391263,0,进口浓度,1.9,连微,抽气式东星行测试,,32.35847536784155,58.32531883238544,1.2111361570583812,100.2,100.6,-0.4,0.0,0.0,12784.438724252808,
2025-07-25 01:44:19,5.7414100989950825,-2.470983831339757,0.0,56.67899782784238,1,出口浓度,1.9,连微,抽气式东星行测试,,35.11667642249762,59.34906306420875,1.42348683486213,100.2,100.6,-0.4,0.0,0.0,12992.730200128057,76.0685630090461
2025-07-25 01:45:29,0.0,1.1456839488284627,72.7231729090925,62.01030875294797,0,进口浓度,1.9,连微,抽气式东星行测试,,33.07567585412059,56.61044078289527,1.1663469627140364,100.2,100.6,-0.4,0.0,0.0,12167.207400759133,
2025-07-25 03:36:11,0.0,-1.055502113686941,94.9789999990254,69.06891564220463,0,进口浓度,1.9,连微,抽气式东星行测试,,35.78911568806446,56.20510893221243,1.3384053428910812,100.2,100.6,-0.4,0.0,0.0,12964.574623094792,
2025-07-25 03:36:20,7.993449985060236,-0.8013110905196807,0.0,66.10800347249044,1,出口浓度,1.9,连微,抽气式东星行测试,,33.96402925156841,58.45527568974976,1.4220092061051028,100.2,100.6,-0.4,0.0,0.0,12376.055302324146,90.41236288582284
2025-07-25 03:43:29,0.0,1.2334682050242538,80.50385072035276,70.24681363154284,0,进口浓度,1.9,连微,抽气式东星行测试,,33.165324831941184,59.15701167594606,1.3543633714584975,100.2,100.6,-0.4,0.0,0.0,12795.656835995956,
2025-07-25 03:44:12,0.1084277501684449,0.4458192917337616,0.0,65.12205582419529,1,出口浓度,1.9,连微,抽气式东星行测试,,32.9680846706832,58.95197781119391,1.3425631824783757,100.2,100.6,-0.4,0.0,0.0,12789.076763220062,71.84912838955721
2025-07-25 03:46:51,0.0,0.3169387990905049,94.7694261123168,69.87031506174749,0,进口浓度,1.9,连微,抽气式东星行测试,,34.02645057211804,60.52235310686977,1.3383964910621031,100.2,100.6,-0.4,0.0,0.0,12543.645203387478,
2025-07-25 03:51:24,0.0,-0.1618820279349603,87.87778836069609,74.81727924206274,0,进口浓度,1.9,连微,抽气式东星行测试,,34.14762394409835,58.829082202065045,0.9788616305705692,100.2,100.6,-0.4,0.0,0.0,12768.95404792004,
2025-07-25 03:54:12,2.954832205246506,-0.4199470833090625,0.0,65.34067675747114,1,出口浓度,1.9,连微,抽气式东星行测试,,32.1771867741114,60.90164923571189,1.0046737622168416,100.2,100.6,-0.4,0.0,0.0,12399.617746225082,88.81706944324014
2025-07-25 14:00:21,0.0,1.856302684198904,100.30402210834866,81.08180232307251,0,进口浓度,1.9,连微,抽气式东星行测试,,35.99081090165861,57.89662650694919,1.22686814863162,100.2,100.6,-0.4,0.0,0.0,12920.547544671055,
2025-07-25 14:01:36,0.0997243091028202,3.219279112217009,0.0,78.85961423349642,1,出口浓度,1.9,连微,抽气式东星行测试,,33.3933146092859,57.05840008506176,1.044379871815004,100.2,100.6,-0.4,0.0,0.0,12521.114829800472,78.70750741589116
2025-07-25 14:06:05,0.0911063711325075,2.563336303652425,0.0,74.41635775724126,1,出口浓度,1.9,连微,抽气式东星行测试,,32.26869736016584,55.268098316051926,0.9778449092974076,100.2,100.6,-0.4,0.0,0.0,12022.585115203112,78.5769486889187
2025-07-25 14:07:42,0.0,2.2947539643126094,81.79730923518021,88.8735774631593,0,进口浓度,1.9,连微,抽气式东星行测试,,34.96195793878773,58.09596341138124,1.1555686933986202,100.2,100.6,-0.4,0.0,0.0,12330.989655553169,
2025-07-25 14:10:36,0.2024650464342135,1.0036975889407125,0.0,79.94129527800013,1,出口浓度,1.9,连微,抽气式东星行测试,,34.51904127551472,56.118321551701975,1.3415234001801235,100.2,100.6,-0.4,0.0,0.0,12395.582378128114,88.43470923865343
2025-07-25 14:11:06,0.0,0.8928535068067001,103.3504638179997,83.8698814093068,0,进口浓度,1.9,连微,抽气式东星行测试,,32.01780017330454,56.28877663042178,0.825744180309181,100.2,100.6,-0.4,0.0,0.0,12703.7597433383,
2025-07-25 14:14:05,0.0,1.4039450821177912,107.96054019686376,87.56937656714047,0,进口浓度,1.9,连微,抽气式东星行测试,,34.147556042282574,57.19475817647509,1.0027613719797746,100.2,100.6,-0.4,0.0,0.0,12113.954970705165,
2025-07-25 16:39:07,0.0,-0.4294612083037722,96.61980425190126,71.58959162490237,0,进口浓度,2.0,连微,抽气式东星行测试,,35.8095893817549,58.08648993010021,1.13838121236169,100.2,100.6,-0.4,0.0,0.0,12815.18090587277,
2025-07-25 16:40:27,0.0,1.4003765459564637,69.71931453144879,69.97819805783391,0,进口浓度,2.0,连微,抽气式东星行测试,,32.23714354611892,56.66394121350561,1.3237940927897491,100.2,100.6,-0.4,0.0,0.0,12701.426527396432,
2025-07-25 16:41:16,0.104412736817956,-1.672539339450232,0.0,60.14220145398686,1,出口浓度,2.0,连微,抽气式东星行测试,,32.99021896009069,60.061333939860816,1.3185029766456666,100.2,100.6,-0.4,0.0,0.0,12142.171633075368,85.81004956154472
2025-07-25 18:23:17,0.0,1.83871848938657,69.43555768804914,77.77818642642717,0,进口浓度,2.0,连微,抽气式东星行测试,,34.92372774994821,57.750695540078304,0.870882233377374,100.2,100.6,-0.4,0.0,0.0,12358.222729340989,
2025-07-25 18:26:54,0.1054479124534699,1.0414962799156608,0.0,62.55278665893867,1,出口浓度,2.0,连微,抽气式东星行测试,,33.718572402740946,56.27110879844643,1.3473055154936746,100.2,100.6,-0.4,0.0,0.0,12828.343617048808,78.44387887926969
2025-07-25 18:31:29,0.0,-0.7608739554426092,80.50994880529312,79.02746216031844,0,进口浓度,2.0,连微,抽气式东星行测试,,33.76514379550571,55.00405558907263,1.2836717392167811,100.2,100.6,-0.4,0.0,0.0,12202.3182063974,
2025-07-25 18:33:25,4.114604442785855,-1.3735719821056471,0.0,69.46746288814582,1,出口浓度,2.0,连微,抽气式东星行测试,,32.635909851623275,60.596353376355545,0.8940451038225179,100.2,100.6,-0.4,0.0,0.0,12654.587964418792,76.25973196372772
2025-07-25 18:38:56,0.0,2.3573784029784286,77.06034361314514,72.10619695262572,0,进口浓度,2.0,连微,抽气式东星行测试,,33.58536626772893,56.833055469065386,1.1056286436249447,100.2,100.6,-0.4,0.0,0.0,12234.14384148442,
2025-07-25 18:39:33,0.0,1.556969486691974,89.69351950615597,70.46180919794953,0,进口浓度,2.0,连微,抽气式东星行测试,,33.90722683304366,55.79619875223992,1.2258181943189188,100.2,100.6,-0.4,0.0,0.0,12679.98272512158,
2025-07-25 18:44:46,0.0905840346708096,2.0085321373185634,0.0,72.14125212930816,1,出口浓度,2.0,连微,抽气式东星行测试,,35.95261963785709,57.53388360265036,1.2343924197508331,100.2,100.6,-0.4,0.0,0.0,12070.828305400511,79.57674814189431
2025-07-25 19:47:32,0.0,1.9863717824359268,86.32734706355879,81.70951560741035,0,进口浓度,2.1,连微,抽气式东星行测试,,32.49262888996523,59.38005489337587,1.2001487148675831,100.2,100.6,-0.4,0.0,0.0,12429.38874151188,
2025-07-25 19:49:22,5.634032431326808,-1.0632817502185266,0.0,78.1444928169196,1,出口浓度,2.1,连微,抽气式东星行测试,,32.99266810874333,58.60599437058007,0.986243036053948,100.2,100.6,-0.4,0.0,0.0,12284.920810006332,93.5319811274253
2025-07-25 19:53:45,0.094484118210175,2.532420125234367,0.0,81.84379873482644,1,出口浓度,2.1,连微,抽气式东星行测试,,32.82178287260977,58.64156121803176,1.010654639032648,100.2,100.6,-0.4,0.0,0.0,12391.751015898151,86.15424436602166
2025-07-25 19:56:49,0.0,1.5751121269068569,101.83978022334212,82.70279495590611,0,进口浓度,2.1,连微,抽气式东星行测试,,33.54354229905437,56.44649053363126,0.9211423283935064,100.2,100.6,-0.4,0.0,0.0,12071.012001695382,
2025-07-25 20:02:35,7.158721305958461,-2.4775979256533445,0.0,73.60813503857017,1,出口浓度,2.1,连微,抽气式东星行测试,,33.26589060223051,57.32102949295106,0.8192555491814304,100.2,100.6,-0.4,0.0,0.0,12420.863534252438,83.65890552903377
2025-07-25 20:06:54,0.0,0.2840585039393001,84.08758723287202,90.18304684002976,0,进口浓度,2.1,连微,抽气式东星行测试,,32.29196736266283,58.524180981555546,0.8417182343178773,100.2,100.6,-0.4,0.0,0.0,12215.742938517236,
2025-07-25 20:09:18,0.0,2.194719987788498,105.50085173161264,84.2891344305039,0,进口浓度,2.1,连微,抽气式东星行测试,,33.14595120038303,59.27577445660751,1.338871830981268,100.2,100.6,-0.4,0.0,0.0,12423.575235171696,
2025-07-25 20:12:14,0.0977701680887562,1.2932237298741105,0.0,76.43304945609005,1,出口浓度,2.1,连微,抽气式东星行测试,,32.61072177521788,55.5015824426669,0.8210028123680894,100.2,100.6,-0.4,0.0,0.0,12920.924858772736,94.35783460886404
2025-07-25 22:20:01,0.0,1.0322094422774963,77.48901170919815,59.45164157954578,0,进口浓度,2.1,连微,抽气式东星行测试,,32.050659886237995,55.823270784385485,1.1946038808474126,100.2,100.6,-0.4,0.0,0.0,12496.412932522717,
2025-07-25 22:22:26,0.1024256573470292,0.5533370546841809,0.0,60.88916111294637,1,出口浓度,2.1,连微,抽气式东星行测试,,33.036987846105184,57.23121658534991,1.2573836616404712,100.2,100.6,-0.4,0.0,0.0,12873.460056400034,88.32339593887605
2025-07-25 22:26:58,0.1088286395146021,2.8493845595131626,0.0,53.08922757049717,1,出口浓度,2.1,连微,抽气式东星行测试,,33.7172982773775,58.14312526869202,1.0718475136968004,100.2,100.6,-0.4,0.0,0.0,12975.050587778178,85.68832082246803
2025-07-25 22:27:10,0.0,0.4431275177038875,71.33203073286793,58.24957365154204,0,进口浓度,2.1,连微,抽气式东星行测试,,35.43743913074989,56.00128835593258,1.1017856806809907,100.2,100.6,-0.4,0.0,0.0,12773.328953257984,
2025-07-25 22:34:29,0.0,2.080906181039949,68.40918999559062,59.484791880802334,0,进口浓度,2.1,连微,抽气式东星行测试,,35.8413685815777,55.21218144384912,1.1379566825225265,100.2,100.6,-0.4,0.0,0.0,12714.020801638557,
2025-07-25 22:35:03,0.0,-0.7019387447296975,73.39756950797627,60.17781437669025,0,进口浓度,2.1,连微,抽气式东星行测试,,35.66341905952358,56.91961082538625,1.0791209149181626,100.2,100.6,-0.4,0.0,0.0,12571.535962617458,
2025-07-25 22:39:08,0.1030012802745749,1.4899543003115503,0.0,48.57180553483124,1,出口浓度,2.1,连微,抽气式东星行测试,,32.892740243802606,58.0946447840965,1.3887842606810432,100.2,100.6,-0.4,0.0,0.0,12400.924847043503,91.92478095462435
2025-07-26 00:07:04,0.0,-1.594151837857689,103.72755699280198,80.04159014356227,0,进口浓度,2.1,连微,抽气式东星行测试,,35.39602395111569,59.36329023424584,0.8173224504556004,100.2,100.6,-0.4,0.0,0.0,12529.814489060012,
2025-07-26 00:07:49,0.0979451751885505,0.4021732610993858,0.0,62.70814489205307,1,出口浓度,2.1,连微,抽气式东星行测试,,35.9878370804302,59.26991484820061,1.277176350008571,100.2,100.6,-0.4,0.0,0.0,12921.274402972109,92.43218679828648
2025-07-26 00:08:56,0.7360013913061733,1.655081458192078,0.0,67.70969526678734,1,出口浓度,2.1,连微,抽气式东星行测试,,35.898219160673,55.50941450509894,1.3708265586450814,100.2,100.6,-0.4,0.0,0.0,12133.513850250956,90.4990722973554
2025-07-26 00:10:05,0.0,0.6712829131568331,70.83352029151433,77.81838042615215,0,进口浓度,2.1,连微,抽气式东星行测试,,35.85687309893096,56.42063040845138,1.2305070618764908,100.2,100.6,-0.4,0.0,0.0,12315.00891540976,
2025-07-26 00:12:36,5.067332944313905,1.6543536379292527,0.0,73.51546958211992,1,出口浓度,2.1,连微,抽气式东星行测试,,33.2722308770644,56.63173523099473,1.009353561583877,100.2,100.6,-0.4,0.0,0.0,12202.712626279234,89.49842456172158
2025-07-26 00:12:48,0.0,-0.9783577947122531,89.14377630410375,75.11230144879997,0,进口浓度,2.1,连微,抽气式东星行测试,,33.86422044974665,57.43907531145528,1.306317135823282,100.2,100.6,-0.4,0.0,0.0,12964.634722250228,
2025-07-26 00:12:55,0.0,-0.3667691271499816,79.45737720121896,76.11863091094938,0,进口浓度,2.1,连微,抽气式东星行测试,,32.47965422542158,55.945692262393095,1.3375930550296244,100.2,100.6,-0.4,0.0,0.0,12826.38668793965,
2025-07-26 00:15:34,3.4905230376447727,-0.9889992436726568,0.0,77.60064960812855,1,出口浓度,2.1,连微,抽气式东星行测试,,32.12432837343504,57.426353358683045,0.9309144136172872,100.2,100.6,-0.4,0.0,0.0,12748.078447208709,76.24631570553878
2025-07-26 00:16:01,0.0,1.6155870137754005,82.68415468002563,74.86648203453352,0,进口浓度,2.1,连微,抽气式东星行测试,,32.04782769267765,59.98223399136781,1.039507851929225,100.2,100.6,-0.4,0.0,0.0,12130.715237543978,
2025-07-26 00:17:37,0.0,-0.1110410247360093,101.16688583287034,79.77152712784054,0,进口浓度,2.1,连微,抽气式东星行测试,,34.57874006283401,58.49394280848438,0.8474632414218857,100.2,100.6,-0.4,0.0,0.0,12812.747091613614,
2025-07-26 02:29:03,0.098993613586096,1.13480860597481,0.0,73.30023661500043,1,出口浓度,2.2,连微,抽气式东星行测试,,33.36303617706709,56.06475923592362,1.289069503713895,100.2,100.6,-0.4,0.0,0.0,12868.217098143614,71.48889907112586
